6440000,5300,3,2,2,0,1,0,1,0,1,1
8400000,8050,3,1,1,1,1,1,1,0,1,2
4900000,6000,3,1,2,1,1,0,1,0,1,2
7070000,6000,3,2,2,1,1,0,1,0,1,1
5145000,4100,2,2,1,0,1,1,1,0,1,1
9100000,6000,4,1,2,2,1,0,1,0,0,1
7210000,7200,3,2,1,2,1,0,1,0,1,2
7343000,5700,3,1,1,0,1,0,1,0,1,1
9800000,5750,3,2,4,1,1,1,0,0,1,1
4200000,3000,2,1,2,0,1,0,1,0,0,1
9681000,6000,4,3,2,2,1,1,1,1,0,2
2870000,1900,3,1,2,0,1,0,1,0,0,0
4830000,3300,3,1,2,0,1,0,1,0,1,1
8080940,7950,5,2,2,2,1,0,1,0,1,2
4690000,3500,2,2,1,0,1,0,1,0,1,2
10850000,8500,3,2,4,2,1,0,0,0,1,1
5950000,5400,3,1,2,0,1,0,1,0,1,2
6405000,6000,3,1,2,1,1,0,1,0,1,2
7350000,5400,5,1,2,0,1,0,1,0,1,2
7700000,6500,3,2,2,1,1,0,1,0,1,2
8960000,6600,4,2,2,1,1,1,1,0,1,2
5500000,3300,3,1,2,1,1,0,1,0,1,2
7700000,5500,3,2,2,1,1,1,0,0,1,1
10150000,16200,5,3,2,0,1,0,0,0,0,0
7140000,6500,3,2,3,0,1,0,1,0,1,2
5320000,3500,3,1,2,0,1,0,1,0,0,1
5285000,5200,3,1,1,0,1,0,1,0,1,1
8120000,8875,3,1,1,1,1,0,0,0,0,1
8750000,6420,3,2,2,1,1,0,1,0,1,2
4200000,2910,3,1,2,0,0,0,1,0,0,1
8295000,6540,4,2,2,1,1,1,1,0,1,1
5110000,4200,3,1,2,1,1,0,1,0,1,1
6720000,5200,3,2,4,0,1,0,0,0,1,2
9240000,3500,4,2,2,2,1,0,0,0,1,2
8400000,8800,3,2,2,2,1,0,0,0,1,2
12215000,7500,4,2,2,1,1,0,1,0,1,2
8890000,8500,3,2,3,2,1,0,0,0,1,2
7480000,6600,4,2,2,0,1,0,1,0,1,1
9870000,8100,4,1,2,2,1,1,1,0,1,2
4515000,3600,3,1,1,1,1,0,1,0,0,1
10150000,10500,3,2,2,2,1,0,1,0,1,1
5383000,4500,3,1,1,0,1,0,1,0,1,2
7630000,5200,3,2,1,0,1,0,1,0,1,2
3885000,2700,3,1,1,0,1,0,1,0,0,1
4270000,2400,3,1,2,0,1,0,1,0,0,1
6475000,6100,3,2,1,2,1,0,1,0,1,2
6650000,3300,3,2,2,1,1,0,1,0,1,2
5250000,3450,3,1,2,1,1,0,1,0,0,2
6860000,4800,3,2,1,0,1,1,1,0,1,1
3290000,2400,3,1,2,0,1,0,1,0,0,0
5950000,4000,3,2,2,1,1,0,1,0,1,1
3150000,3000,2,1,1,0,1,0,1,0,0,0
3570000,2160,3,1,2,0,1,0,1,0,0,1
7245000,6600,3,2,3,0,1,0,1,0,1,2
6300000,4500,3,2,2,1,1,0,1,0,1,1
6790000,5400,4,1,2,0,1,0,1,0,0,1
3920000,2800,3,1,1,0,1,0,1,0,0,0
6300000,5500,3,2,1,1,1,0,1,0,1,2
4970000,4400,3,1,2,0,1,0,1,0,0,1
7875000,5500,4,2,2,1,1,1,1,0,1,2
3500000,3000,2,1,2,0,1,0,1,0,0,0
6230000,4000,3,1,2,1,1,0,1,0,1,2
5810000,6000,3,1,2,1,1,1,1,0,1,1
4000000,4000,3,1,2,0,1,0,1,0,0,0
7560000,6000,3,2,2,1,1,0,1,0,1,1
8043000,5500,3,2,2,1,1,0,1,0,1,2
3780000,2550,3,1,2,0,1,0,1,0,0,2
12250000,8960,4,4,4,3,1,0,0,0,1,2
6580000,5500,3,2,2,1,1,0,1,0,1,1
8540000,7155,3,2,1,2,1,0,1,0,1,2
12250000,9960,3,2,2,2,1,0,1,0,0,1
8400000,4560,3,2,2,1,1,1,1,0,1,2
4095000,3500,2,1,2,0,1,0,1,0,0,1
3710000,2500,2,1,2,0,1,0,1,0,0,1
5040000,3600,3,1,1,0,1,0,1,0,0,2
4130000,3850,3,1,2,0,1,0,1,0,0,1
4340000,3300,3,1,2,1,1,0,1,0,0,1
8540000,4320,3,1,2,1,1,0,1,0,1,1
6020000,6600,3,1,2,0,1,0,1,0,0,1
5250000,3500,3,1,2,0,1,0,0,0,1,1
9100000,7800,3,2,2,0,1,0,0,0,1,1
3830000,3100,3,1,1,0,0,0,1,0,0,0
6615000,6000,3,2,2,1,1,0,1,0,1,2
3010000,1700,3,1,2,0,1,0,1,0,0,0
